GenPept accession,Phylum,Class
ALD89133, Negarnaviricota, Ellioviricetes
ALD89135, Lenarviricota, Howeltoviricetes
ALD89136, Lenarviricota, Howeltoviricetes
ALD89138, Lenarviricota, Miaviricetes
ALD89140, Negarnaviricota, Monjiviricetes
ALE18216, Kitrinoviricota, Alsuviricetes
ALE31140, Pisuviricota, Pisoniviricetes
ALE99280, Pisuviricota, Stelpaviricetes
ALF46547, Pisuviricota, Duplopiviricetes
ALG04340, Kitrinoviricota, Flasuviricetes
ALG04343, Kitrinoviricota, Flasuviricetes
ALG64705, Kitrinoviricota, Alsuviricetes
ALI16786, Pisuviricota, Pisoniviricetes
ALI93575, Kitrinoviricota, Alsuviricetes
ALI93835, Negarnaviricota, Ellioviricetes
ALJ30341, Negarnaviricota, Monjiviricetes
ALJ30354, Negarnaviricota, Monjiviricetes
ALJ52073, Pisuviricota, Pisoniviricetes
ALJ56053, Kitrinoviricota, Alsuviricetes
ALJ56097, Kitrinoviricota, Alsuviricetes
ALJ56098, Kitrinoviricota, Alsuviricetes
ALK24278, Kitrinoviricota, Alsuviricetes
ALK43115, Pisuviricota, Pisoniviricetes
ALL27019, Kitrinoviricota, Flasuviricetes
ALL29318, Pisuviricota, Duplopiviricetes
ALL29321, Pisuviricota, Duplopiviricetes
ALL29323, Pisuviricota, Duplopiviricetes
ALL35264, Pisuviricota, Pisoniviricetes
ALL35266, Pisuviricota, Pisoniviricetes
ALL35267, Pisuviricota, Pisoniviricetes
ALL35269, Pisuviricota, Pisoniviricetes
ALL35272, Pisuviricota, Pisoniviricetes
ALL35273, Pisuviricota, Pisoniviricetes
ALL35274, Pisuviricota, Pisoniviricetes
ALL35275, Pisuviricota, Pisoniviricetes
ALL54833, Duplornaviricota, Resentoviricetes
ALM54972, Kitrinoviricota, Alsuviricetes
ALM62220, Negarnaviricota, Monjiviricetes
ALM62223, Kitrinoviricota, Alsuviricetes
ALM62227, Negarnaviricota, Monjiviricetes
ALM62228, Negarnaviricota, Monjiviricetes
ALM62229, Negarnaviricota, Monjiviricetes
ALM62234, Kitrinoviricota, Alsuviricetes
ALM62238, Lenarviricota, Miaviricetes
ALM62240, Lenarviricota, Howeltoviricetes
ALM62241, Lenarviricota, Howeltoviricetes
ALM62242, Lenarviricota, Howeltoviricetes
ALM62243, Lenarviricota, Howeltoviricetes
ALM62245, Pisuviricota, Duplopiviricetes
ALM62247, Pisuviricota, Duplopiviricetes
ALM62249, Lenarviricota, Howeltoviricetes
ALN38790, Pisuviricota, Stelpaviricetes
ALO50147, Duplornaviricota, Chrymotiviricetes
ALO50149, Duplornaviricota, Chrymotiviricetes
ALO61398, Pisuviricota, Duplopiviricetes
ALP32227, Negarnaviricota, Ellioviricetes
ALP82436, Kitrinoviricota, Flasuviricetes
ALP92388, Negarnaviricota, Ellioviricetes
ALR74729, Pisuviricota, Pisoniviricetes
ALR74730, Pisuviricota, Pisoniviricetes
ALR74732, Pisuviricota, Pisoniviricetes
ALR84811, Duplornaviricota, Resentoviricetes
ALR87185, Pisuviricota, Pisoniviricetes
ALS54322, Pisuviricota, Pisoniviricetes
ALS88196, Negarnaviricota, Ellioviricetes
ALS88434, Pisuviricota, Stelpaviricetes
ALT00589, Pisuviricota, Duplopiviricetes
ALT08065, Pisuviricota, Duplopiviricetes
ALT22314, Kitrinoviricota, Alsuviricetes
ALU34427, Negarnaviricota, Monjiviricetes
ALV13256, Pisuviricota, Pisoniviricetes
ALV82076, Kitrinoviricota, Alsuviricetes
ALV83455, Negarnaviricota, Monjiviricetes
ALW83178, Duplornaviricota, Resentoviricetes
ALW95387, Negarnaviricota, Monjiviricetes
ALW95408, Duplornaviricota, Chrymotiviricetes
ALX00127, Negarnaviricota, Ellioviricetes
ALX72770, Kitrinoviricota, Alsuviricetes
ALZ41794, Pisuviricota, Duplopiviricetes
AMA19446, Negarnaviricota, Ellioviricetes
AMA66363, Negarnaviricota, Monjiviricetes
AMB17466, Duplornaviricota, Chrymotiviricetes
AMB17467, Duplornaviricota, Chrymotiviricetes
AMB17468, Duplornaviricota, Chrymotiviricetes
AMB17470, Duplornaviricota, Chrymotiviricetes
AMB17474, Duplornaviricota, Chrymotiviricetes
AMB17475, Duplornaviricota, Chrymotiviricetes
AMB19799, Pisuviricota, Pisoniviricetes
AMB19800, Pisuviricota, Pisoniviricetes
AMB38795, Kitrinoviricota, Flasuviricetes
AMC38501, Kitrinoviricota, Alsuviricetes
AMD16208, Kitrinoviricota, Alsuviricetes
AMD33502, Pisuviricota, Duplopiviricetes
AMD33537, Pisuviricota, Pisoniviricetes
AMD81602, Pisuviricota, Stelpaviricetes
AMD81605, Pisuviricota, Stelpaviricetes
AMD81608, Pisuviricota, Stelpaviricetes
AMD82976, Negarnaviricota, Ellioviricetes
AMH40125, Kitrinoviricota, Alsuviricetes
AMH87228, Pisuviricota, Pisoniviricetes
AMJ52368, Negarnaviricota, Monjiviricetes
AMK09234, Negarnaviricota, Monjiviricetes
AMK09240, Negarnaviricota, Monjiviricetes
AMK09246, Negarnaviricota, Monjiviricetes
AMK09247, Negarnaviricota, Monjiviricetes
AMK09253, Negarnaviricota, Monjiviricetes
AMK09254, Negarnaviricota, Monjiviricetes
AMK09255, Negarnaviricota, Monjiviricetes
AMK09260, Negarnaviricota, Monjiviricetes
AMK09264, Negarnaviricota, Monjiviricetes
AMK09271, Negarnaviricota, Monjiviricetes
AMK09277, Negarnaviricota, Monjiviricetes
AMK37996, Pisuviricota, Pisoniviricetes
AMK38068, Negarnaviricota, Monjiviricetes
AMK47900, Pisuviricota, Stelpaviricetes
AMK47912, Pisuviricota, Duplopiviricetes
AMK51628, Kitrinoviricota, Flasuviricetes
AML03165, Negarnaviricota, Ellioviricetes
AMM45292, Lenarviricota, Howeltoviricetes
AMN08808, Pisuviricota, Stelpaviricetes
AMN08809, Pisuviricota, Stelpaviricetes
AMN10083, Kitrinoviricota, Alsuviricetes
AMN16529, Kitrinoviricota, Alsuviricetes
AMN91910, Pisuviricota, Pisoniviricetes
AMN92168, Negarnaviricota, Insthoviricetes
AMN92171, Kitrinoviricota, Alsuviricetes
AMN92730, Kitrinoviricota, Alsuviricetes
AMO00337, Pisuviricota, Pisoniviricetes
AMO03208, Pisuviricota, Pisoniviricetes
AMO03216, Pisuviricota, Pisoniviricetes
AMO03219, Kitrinoviricota, Flasuviricetes
AMO03227, Pisuviricota, Pisoniviricetes
AMO03241, Kitrinoviricota, Magsaviricetes
AMP18950, Pisuviricota, Duplopiviricetes
AMP18954, Pisuviricota, Duplopiviricetes
AMP18958, Pisuviricota, Duplopiviricetes
AMP18959, Pisuviricota, Duplopiviricetes
AMP18960, Pisuviricota, Duplopiviricetes
AMP18961, Pisuviricota, Duplopiviricetes
AMP18965, Pisuviricota, Duplopiviricetes
AMP18968, Pisuviricota, Duplopiviricetes
AMP18969, Pisuviricota, Duplopiviricetes
AMP44573, Kitrinoviricota, Flasuviricetes
AMQ11131, Duplornaviricota, Chrymotiviricetes
AMQ23297, Kitrinoviricota, Alsuviricetes
AMQ23516, Lenarviricota, Leviviricetes
AMQ23519, Lenarviricota, Leviviricetes
AMQ23523, Lenarviricota, Leviviricetes
AMQ23527, Lenarviricota, Leviviricetes
AMQ23530, Lenarviricota, Leviviricetes
AMQ23536, Lenarviricota, Leviviricetes
AMQ23539, Lenarviricota, Leviviricetes
AMQ23551, Lenarviricota, Leviviricetes
AMQ25905, Pisuviricota, Pisoniviricetes
AMQ67162, Kitrinoviricota, Tolucaviricetes
AMR36340, Pisuviricota, Pisoniviricetes
AMR44580, Negarnaviricota, Ellioviricetes
AMR73391, Negarnaviricota, Ellioviricetes
AMR73395, Negarnaviricota, Ellioviricetes
AMR73398, Negarnaviricota, Ellioviricetes
AMR93994, Pisuviricota, Stelpaviricetes
AMR98951, Negarnaviricota, Monjiviricetes
AMR98952, Negarnaviricota, Ellioviricetes
AMS38556, Lenarviricota, Howeltoviricetes
AMT75371, Negarnaviricota, Ellioviricetes
AMT75374, Negarnaviricota, Ellioviricetes
AMT75389, Negarnaviricota, Ellioviricetes
AMT75410, Negarnaviricota, Ellioviricetes
AMT75422, Negarnaviricota, Ellioviricetes
AMT85187, Pisuviricota, Pisoniviricetes
AMU19320, Duplornaviricota, Chrymotiviricetes
AMX23622, Negarnaviricota, Ellioviricetes
AMY17414, Pisuviricota, Stelpaviricetes
AMZ00406, Negarnaviricota, Ellioviricetes
AMZ84250, Duplornaviricota, Chrymotiviricetes
ANA05793, Kitrinoviricota, Alsuviricetes
ANA09085, Pisuviricota, Pisoniviricetes
ANA09089, Pisuviricota, Pisoniviricetes
ANA09100, Pisuviricota, Pisoniviricetes
ANA48364, Pisuviricota, Stelpaviricetes
ANA85187, Kitrinoviricota, Flasuviricetes
ANB32502, Pisuviricota, Pisoniviricetes
ANB32513, Kitrinoviricota, Flasuviricetes
ANB41616, Kitrinoviricota, Alsuviricetes
ANC60436, Negarnaviricota, Ellioviricetes
ANC97695, Negarnaviricota, Ellioviricetes
ANC98486, Pisuviricota, Pisoniviricetes
AND78465, Negarnaviricota, Ellioviricetes
AND80849, Kitrinoviricota, Alsuviricetes
AND83003, Pisuviricota, Duplopiviricetes
ANE06568, Kitrinoviricota, Alsuviricetes
ANE37523, Duplornaviricota, Resentoviricetes
ANF06854, Pisuviricota, Stelpaviricetes
ANF06857, Pisuviricota, Stelpaviricetes
ANF99508, Pisuviricota, Stelpaviricetes
ANF99567, Kitrinoviricota, Flasuviricetes
ANG55944, Pisuviricota, Pisoniviricetes
ANH09760, Negarnaviricota, Ellioviricetes
ANH10670, Duplornaviricota, Resentoviricetes
ANH22633, Pisuviricota, Stelpaviricetes
ANI24978, Pisuviricota, Stelpaviricetes
ANI25033, Pisuviricota, Stelpaviricetes
ANI26445, Pisuviricota, Pisoniviricetes
ANI69984, Negarnaviricota, Ellioviricetes
ANI70116, Pisuviricota, Pisoniviricetes
ANI85508, Kitrinoviricota, Alsuviricetes
ANI86034, Lenarviricota, Amabiliviricetes
ANJ02843, Kitrinoviricota, Alsuviricetes
ANJ04752, Negarnaviricota, Monjiviricetes
ANJ59510, Negarnaviricota, Ellioviricetes
ANJ59513, Negarnaviricota, Ellioviricetes
ANJ77669, Lenarviricota, Howeltoviricetes
ANK35880, Kitrinoviricota, Flasuviricetes
ANK36012, Pisuviricota, Pisoniviricetes
ANK36014, Pisuviricota, Pisoniviricetes
ANK78265, Duplornaviricota, Resentoviricetes
ANM72883, Pisuviricota, Pisoniviricetes
ANN02886, Pisuviricota, Pisoniviricetes
ANN02898, Negarnaviricota, Monjiviricetes
ANN02908, Pisuviricota, Pisoniviricetes
ANN12897, Pisuviricota, Duplopiviricetes
ANN23868, Kitrinoviricota, Alsuviricetes
ANN82201, Duplornaviricota, Resentoviricetes
ANN82202, Duplornaviricota, Resentoviricetes
ANN82327, Duplornaviricota, Resentoviricetes
ANN85847, Duplornaviricota, Chrymotiviricetes
ANO81671, Kitrinoviricota, Flasuviricetes
ANP22148, Kitrinoviricota, Alsuviricetes
ANQ33994, Pisuviricota, Stelpaviricetes
ANQ45203, Pisuviricota, Duplopiviricetes
ANQ45640, Negarnaviricota, Monjiviricetes
ANQ80547, Pisuviricota, Pisoniviricetes
ANR02695, Pisuviricota, Duplopiviricetes
ANR02699, Kitrinoviricota, Alsuviricetes
ANR02703, Kitrinoviricota, Alsuviricetes
ANR02705, Duplornaviricota, Chrymotiviricetes
ANS53885, Pisuviricota, Duplopiviricetes
ANS53886, Pisuviricota, Duplopiviricetes
ANS56990, Negarnaviricota, Ellioviricetes
ANS57171, Pisuviricota, Stelpaviricetes
ANS59539, Duplornaviricota, Resentoviricetes
ANS71063, Kitrinoviricota, Alsuviricetes
ANS71509, Pisuviricota, Pisoniviricetes
ANV22069, Kitrinoviricota, Alsuviricetes
ANW72253, Pisuviricota, Pisoniviricetes
ANW72259, Pisuviricota, Pisoniviricetes
ANW82746, Negarnaviricota, Ellioviricetes
ANY58849, Kitrinoviricota, Flasuviricetes
ANY92092, Duplornaviricota, Resentoviricetes
ANZ93873, Duplornaviricota, Chrymotiviricetes
AOC55056, Pisuviricota, Pisoniviricetes
AOC84248, Negarnaviricota, Ellioviricetes
AOE23680, Pisuviricota, Stelpaviricetes
AOE46763, Kitrinoviricota, Flasuviricetes
AOE46771, Duplornaviricota, Resentoviricetes
AOE46790, Pisuviricota, Pisoniviricetes
AOF41426, Negarnaviricota, Ellioviricetes
AOG30371, Negarnaviricota, Insthoviricetes
AOG30811, Pisuviricota, Pisoniviricetes
AOL02449, Pisuviricota, Pisoniviricetes
AOM63180, Duplornaviricota, Chrymotiviricetes
AOM63686, Duplornaviricota, Resentoviricetes
AOO35462, Negarnaviricota, Monjiviricetes
AOQ26209, Pisuviricota, Pisoniviricetes
AOQ26210, Pisuviricota, Pisoniviricetes
AOR06520, Pisuviricota, Stelpaviricetes
AOR07000, Negarnaviricota, Ellioviricetes
AOR51360, Kitrinoviricota, Flasuviricetes
AOR51364, Duplornaviricota, Chrymotiviricetes
AOR51372, Negarnaviricota, Monjiviricetes
AOR51388, Pisuviricota, Duplopiviricetes
AOR51389, Pisuviricota, Duplopiviricetes
AOR51392, Pisuviricota, Duplopiviricetes
AOS59868, Negarnaviricota, Ellioviricetes
AOS89854, Kitrinoviricota, Alsuviricetes
AOT85826, Pisuviricota, Pisoniviricetes
AOT85835, Pisuviricota, Pisoniviricetes
AOV81683, Kitrinoviricota, Alsuviricetes
AOV81688, Kitrinoviricota, Alsuviricetes
AOV81695, Kitrinoviricota, Alsuviricetes
AOW41971, Pisuviricota, Duplopiviricetes
AOW41972, Pisuviricota, Duplopiviricetes
AOW41973, Pisuviricota, Duplopiviricetes
AOW71822, Kitrinoviricota, Alsuviricetes
AOX15244, Pisuviricota, Pisoniviricetes
AOX47534, Negarnaviricota, Ellioviricetes
AOX49252, Kitrinoviricota, Alsuviricetes
AOY07780, Kitrinoviricota, Alsuviricetes
AOY18806, Negarnaviricota, Ellioviricetes
AOY33888, Pisuviricota, Stelpaviricetes
AOY34452, Pisuviricota, Pisoniviricetes
AOZ21156, Negarnaviricota, Ellioviricetes
AOZ57153, Pisuviricota, Pisoniviricetes
AOZ57820, Kitrinoviricota, Flasuviricetes
APA05125, Pisuviricota, Duplopiviricetes
APA23041, Pisuviricota, Pisoniviricetes
APA23091, Kitrinoviricota, Tolucaviricetes
APA28993, Negarnaviricota, Ellioviricetes
APA29017, Pisuviricota, Pisoniviricetes
APA29018, Pisuviricota, Pisoniviricetes
APA29019, Pisuviricota, Pisoniviricetes
APA29022, Pisuviricota, Pisoniviricetes
APA29023, Pisuviricota, Pisoniviricetes
APA34844, Kitrinoviricota, Alsuviricetes
APB03098, Pisuviricota, Stelpaviricetes
APB88805, Pisuviricota, Pisoniviricetes
APC23688, Duplornaviricota, Resentoviricetes
APD13852, Kitrinoviricota, Alsuviricetes
APD51489, Pisuviricota, Pisoniviricetes
APD78607, Kitrinoviricota, Flasuviricetes
APE61607, Kitrinoviricota, Tolucaviricetes
APF29060, Negarnaviricota, Monjiviricetes
APF29571, Negarnaviricota, Ellioviricetes
APF32078, Negarnaviricota, Monjiviricetes
APG31666, Pisuviricota, Pisoniviricetes
APG31855, Kitrinoviricota, Alsuviricetes
APG76016, Duplornaviricota, Chrymotiviricetes
APG77345, Pisuviricota, Pisoniviricetes
APG77778, Kitrinoviricota, Alsuviricetes
APG78421, Pisuviricota, Pisoniviricetes
APG78650, Negarnaviricota, Monjiviricetes
APG78676, Negarnaviricota, Monjiviricetes
APG78703, Negarnaviricota, Monjiviricetes
APG78806, Negarnaviricota, Monjiviricetes
APG78989, Pisuviricota, Pisoniviricetes
APG79118, Duplornaviricota, Resentoviricetes
APG79130, Duplornaviricota, Resentoviricetes
API61887, Negarnaviricota, Monjiviricetes
API61900, Pisuviricota, Pisoniviricetes
API68880, Negarnaviricota, Ellioviricetes
API68884, Negarnaviricota, Ellioviricetes
APL97667, Negarnaviricota, Monjiviricetes
APL98256, Pisuviricota, Stelpaviricetes
APM83098, Negarnaviricota, Ellioviricetes
APP18151, Pisuviricota, Duplopiviricetes
APP90895, Negarnaviricota, Monjiviricetes
APP91612, Negarnaviricota, Insthoviricetes
APQ41665, Pisuviricota, Stelpaviricetes
APQ41753, Duplornaviricota, Resentoviricetes
APQ43035, Pisuviricota, Stelpaviricetes
APQ44514, Pisuviricota, Pisoniviricetes
APR73491, Pisuviricota, Pisoniviricetes
APR74654, Negarnaviricota, Monjiviricetes
APS85759, Pisuviricota, Pisoniviricetes
APS85760, Duplornaviricota, Chrymotiviricetes
APT42870, Kitrinoviricota, Alsuviricetes
APT68154, Negarnaviricota, Ellioviricetes
APT68159, Negarnaviricota, Monjiviricetes
APT68925, Pisuviricota, Duplopiviricetes
APT69822, Pisuviricota, Pisoniviricetes
APT69824, Pisuviricota, Pisoniviricetes
APT69842, Pisuviricota, Pisoniviricetes
APU54692, Duplornaviricota, Chrymotiviricetes
APW28741, Pisuviricota, Pisoniviricetes
APW78793, Negarnaviricota, Monjiviricetes
APW79182, Pisuviricota, Pisoniviricetes
APW85806, Pisuviricota, Stelpaviricetes
APX42302, Kitrinoviricota, Alsuviricetes
APX56318, Kitrinoviricota, Flasuviricetes
APX61223, Negarnaviricota, Ellioviricetes
APX61227, Negarnaviricota, Ellioviricetes
APY24210, Pisuviricota, Pisoniviricetes
APZ75428, Pisuviricota, Stelpaviricetes
AQM32767, Lenarviricota, Howeltoviricetes
AQM32768, Kitrinoviricota, Alsuviricetes
AQM40272, Pisuviricota, Pisoniviricetes
AQM49938, Pisuviricota, Duplopiviricetes
AQM49946, Pisuviricota, Duplopiviricetes
AQM74368, Pisuviricota, Pisoniviricetes
AQN78376, Negarnaviricota, Monjiviricetes
AQP31138, Pisuviricota, Pisoniviricetes
AQQ11611, Negarnaviricota, Monjiviricetes
AQQ73540, Kitrinoviricota, Alsuviricetes
AQQ78875, Pisuviricota, Pisoniviricetes
AQQ78879, Pisuviricota, Pisoniviricetes
AQQ78883, Pisuviricota, Pisoniviricetes
AQS16638, Pisuviricota, Duplopiviricetes
AQS27950, Pisuviricota, Duplopiviricetes
AQS27989, Pisuviricota, Pisoniviricetes
AQS79249, Pisuviricota, Duplopiviricetes
AQU42692, Pisuviricota, Pisoniviricetes
AQU42764, Negarnaviricota, Insthoviricetes
AQU42768, Duplornaviricota, Resentoviricetes
AQV08287, Negarnaviricota, Ellioviricetes
AQV12375, Kitrinoviricota, Flasuviricetes
AQV12951, Kitrinoviricota, Flasuviricetes
AQW44226, Kitrinoviricota, Flasuviricetes
AQW44232, Kitrinoviricota, Flasuviricetes
AQW44491, Kitrinoviricota, Flasuviricetes
AQW44516, Kitrinoviricota, Flasuviricetes
AQW44760, Kitrinoviricota, Flasuviricetes
AQW44800, Pisuviricota, Pisoniviricetes
AQX34659, Duplornaviricota, Resentoviricetes
AQX45758, Negarnaviricota, Monjiviricetes
AQX83076, Pisuviricota, Pisoniviricetes
AQY03950, Pisuviricota, Pisoniviricetes
AQY77579, Kitrinoviricota, Flasuviricetes
ARB16032, Negarnaviricota, Ellioviricetes
ARB51463, Negarnaviricota, Ellioviricetes
B2ZDY2, Negarnaviricota, Ellioviricetes
BAA19580, Kitrinoviricota, Flasuviricetes
BAA25883, Pisuviricota, Duplopiviricetes
BAA35106, Pisuviricota, Pisoniviricetes
BAA74537, Pisuviricota, Pisoniviricetes
BAA89602, Negarnaviricota, Ellioviricetes
BAA97674, Kitrinoviricota, Tolucaviricetes
BAB12407, Pisuviricota, Stelpaviricetes
BAC11830, Pisuviricota, Pisoniviricetes
BAC11839, Pisuviricota, Pisoniviricetes
BAC23065, Pisuviricota, Duplopiviricetes
BAD32678, Pisuviricota, Duplopiviricetes
BAD51468, Negarnaviricota, Ellioviricetes
BAD72871, Lenarviricota, Howeltoviricetes
BAD86755, Negarnaviricota, Ellioviricetes
BAD89093, Duplornaviricota, Resentoviricetes
BAD93195, Kitrinoviricota, Alsuviricetes
BAD99001, Pisuviricota, Pisoniviricetes
BAE47071, Pisuviricota, Pisoniviricetes
BAE96765, Pisuviricota, Stelpaviricetes
BAF38402, Pisuviricota, Pisoniviricetes
BAF80086, Kitrinoviricota, Alsuviricetes
BAF95196, Kitrinoviricota, Alsuviricetes
BAF96025, Pisuviricota, Stelpaviricetes
BAG30951, Pisuviricota, Pisoniviricetes
BAG50441, Kitrinoviricota, Alsuviricetes
BAG70422, Pisuviricota, Pisoniviricetes
BAG82822, Pisuviricota, Pisoniviricetes
BAG82842, Negarnaviricota, Ellioviricetes
BAH08700, Pisuviricota, Duplopiviricetes
BAH56481, Pisuviricota, Duplopiviricetes
BAH60697, Pisuviricota, Stelpaviricetes
BAH97108, Negarnaviricota, Monjiviricetes
BAI82419, Pisuviricota, Pisoniviricetes
BAJ07195, Pisuviricota, Stelpaviricetes
BAJ16223, Pisuviricota, Pisoniviricetes
BAJ17497, Kitrinoviricota, Alsuviricetes
BAJ23143, Lenarviricota, Howeltoviricetes
BAJ53287, Pisuviricota, Duplopiviricetes
BAJ53288, Pisuviricota, Duplopiviricetes
BAJ53289, Pisuviricota, Duplopiviricetes
BAJ53290, Pisuviricota, Duplopiviricetes
BAJ53291, Pisuviricota, Duplopiviricetes
BAJ53292, Pisuviricota, Duplopiviricetes
BAJ53293, Pisuviricota, Duplopiviricetes
BAJ53294, Pisuviricota, Duplopiviricetes
BAK08527, Negarnaviricota, Ellioviricetes
BAK40203, Pisuviricota, Pisoniviricetes
BAK61504, Pisuviricota, Pisoniviricetes
BAK61607, Kitrinoviricota, Flasuviricetes
BAK61611, Kitrinoviricota, Flasuviricetes
BAK61626, Kitrinoviricota, Flasuviricetes
BAK61664, Kitrinoviricota, Flasuviricetes
BAK64660, Pisuviricota, Stelpaviricetes
BAL03071, Kitrinoviricota, Alsuviricetes
BAL04700, Pisuviricota, Pisoniviricetes
BAM13785, Negarnaviricota, Ellioviricetes
BAM36401, Pisuviricota, Duplopiviricetes
BAM36402, Pisuviricota, Duplopiviricetes
BAM64955, Negarnaviricota, Monjiviricetes
BAM74420, Kitrinoviricota, Flasuviricetes
BAM93353, Duplornaviricota, Chrymotiviricetes
BAN19725, Pisuviricota, Pisoniviricetes
BAN57590, Kitrinoviricota, Alsuviricetes
BAN58308, Pisuviricota, Pisoniviricetes
BAN85985, Lenarviricota, Howeltoviricetes
BAO02685, Pisuviricota, Pisoniviricetes
BAO31621, Kitrinoviricota, Alsuviricetes
BAO58314, Negarnaviricota, Monjiviricetes
BAP16754, Pisuviricota, Pisoniviricetes
BAP81885, Pisuviricota, Pisoniviricetes
BAP82379, Pisuviricota, Pisoniviricetes
BAQ08234, Kitrinoviricota, Alsuviricetes
BAQ36631, Pisuviricota, Duplopiviricetes
BAR88121, Kitrinoviricota, Flasuviricetes
BAS21821, Negarnaviricota, Insthoviricetes
BAS29593, Pisuviricota, Pisoniviricetes
BAS29596, Pisuviricota, Pisoniviricetes
BAS29598, Pisuviricota, Stelpaviricetes
BAS29616, Pisuviricota, Stelpaviricetes
BAS29622, Pisuviricota, Stelpaviricetes
BAS29631, Pisuviricota, Stelpaviricetes
BAT24481, Pisuviricota, Duplopiviricetes
BAT32942, Pisuviricota, Duplopiviricetes
BAT50981, Pisuviricota, Stelpaviricetes
BAT50982, Pisuviricota, Pisuviricota_other
BAT62478, Duplornaviricota, Chrymotiviricetes
BAT62484, Duplornaviricota, Chrymotiviricetes
BAT62492, Duplornaviricota, Chrymotiviricetes
BAT70058, Kitrinoviricota, Alsuviricetes
BAU45640, Kitrinoviricota, Alsuviricetes
BAU51655, Negarnaviricota, Ellioviricetes
BAU71153, Pisuviricota, Pisoniviricetes
BAU79482, Pisuviricota, Duplopiviricetes
BAU79486, Duplornaviricota, Chrymotiviricetes
BAU79490, Duplornaviricota, Chrymotiviricetes
BAU79492, Duplornaviricota, Chrymotiviricetes
BAU79494, Duplornaviricota, Chrymotiviricetes
BAU79496, Duplornaviricota, Chrymotiviricetes
BAU79498, Duplornaviricota, Chrymotiviricetes
BAU79502, Duplornaviricota, Chrymotiviricetes
BAU79504, Duplornaviricota, Chrymotiviricetes
BAU79506, Duplornaviricota, Chrymotiviricetes
BAU79508, Duplornaviricota, Chrymotiviricetes
BAU79510, Duplornaviricota, Chrymotiviricetes
BAU79511, Pisuviricota, Duplopiviricetes
BAU79513, Kitrinoviricota, Alsuviricetes
BAU79520, Kitrinoviricota, Flasuviricetes
BAU79521, Lenarviricota, Amabiliviricetes
BAU79524, Duplornaviricota, Chrymotiviricetes
BAU79526, Duplornaviricota, Chrymotiviricetes
BAU80848, Duplornaviricota, Resentoviricetes
BAV13384, Negarnaviricota, Milneviricetes
BAV18542, Negarnaviricota, Insthoviricetes
BAV25267, Negarnaviricota, Monjiviricetes
BAV31550, Pisuviricota, Pisoniviricetes
BAV31552, Pisuviricota, Pisoniviricetes
BAV83005, Kitrinoviricota, Alsuviricetes
BAV91502, Kitrinoviricota, Tolucaviricetes
BAW18765, Kitrinoviricota, Alsuviricetes
BAW33238, Kitrinoviricota, Flasuviricetes
BAW81815, Kitrinoviricota, Alsuviricetes
BAW99715, Duplornaviricota, Resentoviricetes
BAX00186, Pisuviricota, Stelpaviricetes
CAA04244, Pisuviricota, Stelpaviricetes
CAA08837, Negarnaviricota, Monjiviricetes
CAA09480, Pisuviricota, Pisoniviricetes
CAA24445, Pisuviricota, Pisoniviricetes
CAA48521, Pisuviricota, Stelpaviricetes
CAA53541, Pisuviricota, Stelpaviricetes
CAA59478, Kitrinoviricota, Tolucaviricetes
CAA63099, Pisuviricota, Stelpaviricetes
CAA68080, Kitrinoviricota, Alsuviricetes
CAB58238, Pisuviricota, Stelpaviricetes
CAB62256, Kitrinoviricota, Alsuviricetes
CAC19698, Negarnaviricota, Insthoviricetes
CAC50818, Pisuviricota, Stelpaviricetes
CAD29306, Kitrinoviricota, Alsuviricetes
CAD56471, Pisuviricota, Stelpaviricetes
CAE54464, Kitrinoviricota, Alsuviricetes
CAH25508, Kitrinoviricota, Tolucaviricetes
CAH55773, Kitrinoviricota, Alsuviricetes
CAI65400, Pisuviricota, Stelpaviricetes
CAJ29958, Pisuviricota, Duplopiviricetes
CAJ29959, Pisuviricota, Duplopiviricetes
CAJ31886, Pisuviricota, Duplopiviricetes
CAJ32466, Lenarviricota, Howeltoviricetes
CAJ32467, Lenarviricota, Howeltoviricetes
CAJ34335, Duplornaviricota, Chrymotiviricetes
CAJ43126, Pisuviricota, Stelpaviricetes
CAK02788, Duplornaviricota, Chrymotiviricetes
CAK19323, Kitrinoviricota, Alsuviricetes
CAK26090, Pisuviricota, Stelpaviricetes
CAP19050, Kitrinoviricota, Alsuviricetes
CAP46903, Kitrinoviricota, Alsuviricetes
CAT99455, Pisuviricota, Stelpaviricetes
CAX48749, Duplornaviricota, Chrymotiviricetes
CAX62133, Kitrinoviricota, Tolucaviricetes
CAY25801, Pisuviricota, Duplopiviricetes
CBL76312, Negarnaviricota, Monjiviricetes
CBX24840, Kitrinoviricota, Alsuviricetes
CBY02491, Pisuviricota, Stelpaviricetes
CBY84993, Duplornaviricota, Chrymotiviricetes
CBZ05552, Pisuviricota, Duplopiviricetes
CCC42235, Duplornaviricota, Chrymotiviricetes
CCC54906, Kitrinoviricota, Alsuviricetes
CCG93479, Negarnaviricota, Ellioviricetes
CCK73640, Kitrinoviricota, Alsuviricetes
CDM63857, Kitrinoviricota, Alsuviricetes
CDN30042, Negarnaviricota, Monjiviricetes
CDO67686, Pisuviricota, Stelpaviricetes
CEJ20912, Negarnaviricota, Ellioviricetes
CEJ95596, Pisuviricota, Duplopiviricetes
CEK41871, Duplornaviricota, Resentoviricetes
CEZ26304, Lenarviricota, Amabiliviricetes
